title,company,location,description,job_url,source,search_query,role_category,scraped_at
DevOps Intern,BRT Multi Software LLP,"Noida, Uttar Pradesh, India (On-site)","Job Description

About Us
BRT Multi Software LLP is a technology-driven software company.
 We specialize in MLM Software, Blockchain, Crypto Solutions, AI Trading Bots, Gaming Platforms, Mobile Applications, and E-commerce Software.
 We focus on delivering scalable, secure, and high-quality software solutions using modern technologies.
 Job Responsibilities
DevOps Intern
Assist in deployment and maintenance of applications.
Work with servers, cloud infrastructure, and CI/CD pipelines.
Monitor system performance and help improve reliability.
Support senior DevOps engineers in daily operations.
Learn automation, server security, and scaling techniques.
Flutter Intern
Develop and maintain mobile applications using Flutter.
Work with REST APIs and backend integration.
Fix bugs and improve app performance.
Collaborate with the development team for new features.
Follow best UI/UX practices.
 Internship Details
Internship Duration: 6 Months
Monthly Stipend: ₹10,000 – ₹15,000
Job Type: On-site (Office-based)
After successful completion of internship, permanent employment will be offered based on performance (₹20,000-₹25000)
Permanent employment includes a 2-year bond
 Qualifications
Bachelor’s degree (B.Tech / BCA / MCA preferred)
Final-year students can also apply
 Requirements
For DevOps
Basic knowledge of Linux & servers
Understanding of Git & deployment process
Familiarity with cloud platforms (AWS / DigitalOcean is a plus)
Willingness to learn DevOps tools (Docker, CI/CD, etc.)
For Flutter
Basic knowledge of Flutter & Dart
Understanding of mobile app development concepts
Knowledge of API integration
Basic UI design understanding
General Requirements
Good problem-solving skills
Willingness to learn new technologies
Team player with positive attitude
Candidate must stay near the office location
 How to Apply
Send your CV / Resume to:
 📧 hr@brtmultisoftware.com",https://www.linkedin.com/jobs/view/4381368417/,linkedin,devops intern,cloud_devops,2026-03-07 18:06:35.104402+00:00
MIS Intern,Tvisha Jewlz,"Jaipur, Rajasthan, India (On-site)","Company Description
 Tvisha Jewlz celebrates the rich heritage and exceptional artistry of Indian jewelry by blending tradition with modern innovation. With a vision to elevate Indian jewelry onto a global platform, Tvisha Jewlz redefines luxury while showcasing timeless elegance and craftsmanship. The company is dedicated to fostering pride in Indian cultural heritage by creating exquisite designs that resonate worldwide. At Tvisha Jewlz, tradition meets contemporary artistry to deliver unmatched designs that reflect the essence of Indian culture.

 Role Description
 This is a full-time on-site position based in Mumbai for a Management Information Systems (MIS) Intern. The intern will assist with maintaining and troubleshooting MIS systems, analyzing data, generating detailed reports, supporting decision-making with data insights, and ensuring data accuracy and integrity. The role also involves collaboration with cross-functional teams to understand system needs and enhance operational efficiency.

 Qualifications
  Proficiency in Information Systems and foundational knowledge of Management Information Systems (MIS) using Google Apps Script
Strong Analytical and Data Analytics skills, with the ability to interpret and present data effectively
Excellent Communication skills to collaborate with various teams and stakeholders
Detail-oriented with a commitment to accuracy and problem-solving
Pursuing or completed a Bachelor's degree in Information Technology, Computer Science, Business Administration, or related fields is preferred
Knowledge of database management, system tools, or reporting tools is a plus",https://www.linkedin.com/jobs/view/4380897541/,linkedin,devops intern,cloud_devops,2026-03-07 18:06:42.431691+00:00
DevOps Intern | CI/CD Pipelines & Deployment Automation,Wake Up Whistle,India (Remote),"DevOps Intern | CI/CD Pipelines & Deployment Automation
Organization: Wake Up Whistle
Location: Remote
Duration: 1–6 Months
Stipend: Unpaid (No Stipend)
About Wake Up Whistle
Wake Up Whistle provides structured, project-based internship opportunities designed to help aspiring professionals gain hands-on technical experience, industry exposure, and practical skill development in a flexible remote environment.
Internship Overview
We are seeking motivated and technically inclined individuals to join us as DevOps Interns. This role focuses on CI/CD pipeline implementation, deployment automation, and supporting efficient software development workflows.
This is a remote internship with flexible working hours, ideal for candidates interested in cloud infrastructure, automation, and DevOps practices.
Key Responsibilities
Assist in building and maintaining CI/CD pipelines
Support deployment automation processes
Work with version control systems (e.g., Git)
Help monitor application performance and system reliability
Assist in managing cloud-based environments
Document DevOps processes and workflows
Collaborate with development teams to streamline releases
Required Skills
Basic understanding of DevOps concepts
Familiarity with CI/CD tools (e.g., GitHub Actions, Jenkins, or similar)
Knowledge of version control systems (Git)
Understanding of cloud platforms is a plus
Problem-solving mindset and willingness to learn
Eligibility Criteria
Students or graduates interested in DevOps, Cloud Computing, or Software Engineering
Strong technical curiosity and analytical thinking
Ability to work independently in a remote setup
Responsible and deadline-focused
Perks & Benefits
Hands-on exposure to CI/CD and deployment workflows
Practical experience with automation tools
Placement support upon successful completion
Performance-based Letter of Recommendation (LOR)
Flexible work schedule
Industry-oriented project experience
Important Note
This is an unpaid internship intended for learning, practical exposure, and skill enhancement.
How to Apply
Click On Easy Apply Option",https://www.linkedin.com/jobs/view/4381330238/,linkedin,devops intern,cloud_devops,2026-03-07 18:06:48.631748+00:00
SAP ABAP Intern for M&M with verification,Bristlecone,"Mumbai, Maharashtra, India (On-site)","Job Description

Job Overview: We are looking for an enthusiastic SAP ABAP Intern to join our team and support the development and customization of SAP applications. This internship provides an opportunity to gain hands-on experience with SAP ABAP programming and work alongside experienced SAP professionals to develop your skills and knowledge in a professional setting.

Responsibilities

Key Responsibilities:

Assist in developing, coding, and debugging SAP ABAP programs and applications.
Support the design, development, and testing of SAP reports, forms, interfaces, and enhancements.
Collaborate with senior developers and functional teams to understand business requirements and translate them into technical specifications.
Participate in code reviews to learn best practices and ensure quality standards.
Assist in troubleshooting and resolving technical issues related to ABAP programs.
Prepare technical documentation to support development efforts.
Participate in team meetings and contribute ideas for process improvements.

Qualifications

Required Skills and Qualifications:

Currently pursuing or recently completed a Bachelor’s degree in Computer Science, Information Technology, Engineering, or a related field.
Basic understanding of SAP ERP systems and an interest in SAP development.
Knowledge of programming fundamentals and experience with at least one programming language (e.g., Java, C++, Python).
Exposure to or basic knowledge of ABAP programming concepts is a plus.
Strong analytical and problem-solving skills.
Good communication and teamwork abilities.
Willingness to learn and adapt to new technologies.

Preferred Qualifications

Completion of coursework or training related to SAP or enterprise software.
Familiarity with database concepts and SQL.
Previous internship or project experience in software development.

About Us

 ABOUT US 

Bristlecone is the leading provider of AI-powered application transformation services for the connected supply chain. We empower our customers with speed, visibility, automation, and resiliency – to thrive on change.

Our transformative solutions in Digital Logistics, Cognitive Manufacturing, Autonomous Planning, Smart Procurement and Digitalization are positioned around key industry pillars and delivered through a comprehensive portfolio of services spanning digital strategy, design and build, and implementation across a range of technology platforms.

Bristlecone is ranked among the top ten leaders in supply chain services by Gartner. We are headquartered in San Jose, California, with locations across North America, Europe and Asia, and over 2,500 consultants. Bristlecone is part of the $19.4 billion Mahindra Group.

Equal Opportunity Employer

Bristlecone is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status .

Information Security Responsibilities

 Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System. 
 Take part in information security training and act while handling information. 
 Report all suspected security and policy breach to InfoSec team or appropriate authority (CISO). 
 Understand and adhere to the additional information security responsibilities as part of the assigned job role.",https://www.linkedin.com/jobs/view/4089384294/,linkedin,devops intern,cloud_devops,2026-03-07 18:06:55.896958+00:00
IT Intern – Gadget & Tech Support Operations with verification,Instawork,"Bengaluru, Karnataka, India","Instawork is on a mission to create meaningful economic opportunities for skilled hourly professionals in communities around the globe. Our AI-powered labor marketplace helps local businesses scale, and enables global technology companies to push the frontiers of robotics and AI. Backed by world-class investors like Benchmark, Spark Capital, Craft Ventures, Greylock, Y Combinator, and others, we’re looking for exceptional talent to reimagine the way the world works.

Location: Kormangala, Bangalore

Role Overview

The IT Intern will be responsible for end-to-end handling, setup, troubleshooting, and maintenance of IT gadgets used by Data Collectors (DCs) and Internal Coordinators (ICs). This role is critical to ensure uninterrupted video data collection operations through effective gadget management and timely tech support.

Shifts - ( Multiple Morning & night shifts) Process runs 24/7

Key Responsibilities

Handle and manage IT gadgets including iPhones, SD cards, and SD card readers
Set up and manage Apple IDs / Apple accounts on iPhones as per project requirements
Perform basic to advanced troubleshooting for iPhone, SD card, and data transfer issues
Upload video data from SD cards to rigs/systems, ensuring data integrity
Format SD cards post data upload following defined SOPs
Ensure gadgets are ready for deployment and functioning before handover
Coordinate with Inventory / Ops teams for gadget availability and readiness
Stay updated with new tech, iOS updates, device-related changes, and best practices
Cascade tech updates, changes, and guidelines clearly to ICs and DCs
Support ICs and DCs during live operations in case of technical failures
Maintain basic logs or trackers related to gadget issues and resolutions


Required Skills & Competencies

Strong hands-on knowledge of iPhones and iOS ecosystem
Experience or familiarity with Apple ID creation and management
Basic understanding of data transfer, storage devices, and formatting
Good troubleshooting and problem-solving skills
Comfortable working with multiple devices simultaneously
Ability to explain technical concepts clearly to non-technical users
Quick learner with interest in keeping up with tech updates
Basic knowledge of Google Sheets or trackers is a plus


Preferred Profile

IT / Computer Science / Electronics student or recent graduate
Prior experience handling mobile devices or tech support is an advantage
Detail-oriented and process-driven
Comfortable working in fast-paced, operations-heavy environments


Outcome Expectations

Zero or minimal downtime due to gadget or tech issues
Smooth data uploads and secure handling of collected data
IC and DC teams stay informed and aligned on tech-related updates


Our Values 

Empathy, Trust & Candor We put ourselves in the shoes of our colleagues and customers and don’t shy away from uncomfortable conversations, instead building trust through honest and direct feedback. 
Bias for Action We practice high-velocity decision-making, clear-eyed that we often operate with incomplete information. Growing quickly means it’s OK to be wrong, so long as we learn from our mistakes and course correct! 
Always Be Learning We’re a curious bunch, and with AI transforming our workplace we encourage everyone to learn from each other, compounding our knowledge and experience to help us change an entire industry. 
Act Like an Owner We work long, hard, and smart, building products that delight our users and drive growth. Your ability to impact Instawork is limited only by your courage and conviction, not your job description. 


About Instawork

Founded in 2015, Instawork is the nation’s leading online labor marketplace for food services, hospitality, light industry, and logistics, connecting more than 7M skilled workers with local restaurants, hotels, warehouses, stadiums, and more. Our AI-powered platform serves thousands of businesses across more than 50 major markets in the United States and Canada. We're not just helping fill shifts, we're supporting local economies—and we're just getting started!

Instawork has been featured by CBS News, The Wall Street Journal, The Washington Post, and the Associated Press. Forbes included us on their Next Billion Dollar Startups list; RetailTech Breakthrough named us Workforce Hiring Solution of the Year for 2025; and Inc. 5000 recognized us as one of the country's top 10% fastest-growing companies two years in a row. But what matters most is our impact. We're solving real problems for real people, and we’re doing it at scale.

Join our team to help us build something that matters! We’re looking for superstars who want to help us shape the future of work. With hubs in San Francisco, Bangalore, and Chicago, city offices in New York, Phoenix, and Singapore, we're back to working together in-person five days a week because we believe the best ideas happen when great people collaborate face-to-face. We also value diverse perspectives and encourage applications from candidates of all backgrounds.

Ready to make an impact? Learn more at www.instawork.com/about.

Personnel Privacy Policy",https://www.linkedin.com/jobs/view/4365144055/,linkedin,devops intern,cloud_devops,2026-03-07 18:07:05.624497+00:00
Web Developer Intern,Zenithbyte,India (Remote),"Web Developer Intern (Paid)
Company: ZenithByte
Location: Remote
Duration: 3 Months
Application Deadline: 10th March 2026
Opportunity: Full-time role based on performance + Internship Certificate
Stipend & Benefits:
Performance-based stipend up to ₹15,000
Internship Certificate
Letter of Recommendation
Hands-on experience with live projects
Portfolio building opportunity
Potential full-time employment based on performance
Role Overview:
Assist in developing responsive websites and web applications. Work on front-end and back-end technologies, test and debug code, and collaborate with the development team on real-world projects.
Eligibility:
Knowledge of HTML, CSS, and JavaScript is required. Familiarity with React, Angular, or Node.js is preferred. Basic understanding of databases and APIs is an added advantage.
Apply now to gain practical web development experience and grow your career.",https://www.linkedin.com/jobs/view/4381369565/,linkedin,cloud engineer intern,cloud_devops,2026-03-07 18:07:47.027145+00:00
Full Stack Developer Intern (Django),Clinic24,"Kerala, India (Remote)","Job Title: Full Stack Developer Intern (Django)
Location: Remote / Hybrid (South India) 
Duration: 1-2 Months Internship 
Type: Paid Internship 
Stipend: INR 2-3k per month. 

Company Description
Clinic24 is a forward-thinking company dedicated to providing innovative healthcare solutions. Focused on improving patient care, Clinic24 applies technology to make healthcare more efficient and accessible. The company's mission is to revolutionize healthcare delivery and support healthier communities by streamlining processes and incorporating cutting-edge technology. Clinic24 welcomes individuals eager to make a meaningful impact in the healthtech space.

Role Description
We are looking for a Full Stack Developer Intern with prior experience building web applications. The intern will work closely with our team to develop and improve a SaaS platform focused on clinic management.
This role is ideal for someone interested in backend systems, SaaS products, and real-world startup development.

Required Skills
Strong knowledge of Django (mandatory)
Experience building web applications
Knowledge of HTML and CSS for UI development
Basic understanding of SEO (Search Engine Optimization) or AIEO (AI Engine Optimization)
Understanding of REST APIs


Preferred Skills
Knowledge of PostgreSQL (preferred database)
Familiarity with SQLite
Basic JavaScript
Experience using Git/version control
Understanding of deploying web applications

Responsibilities
Build and maintain features in a Django-based SaaS application
Assist in developing and improving frontend UI using HTML and CSS
Work on backend logic, APIs, and database integrations
Support improvements related to SEO / AIEO visibility
Debug issues and improve application performance

Perks
Paid internship
Internship certificate upon successful completion
Opportunity to work on a live SaaS product
Real-world startup development experience

Who Should Apply?
Students or recent graduates in Computer Science / IT / related fields.
Candidates who have already built at least one web application and developers interested in working in a startup environment.

How to Apply
Send your resume, GitHub profile, and portfolio (if available) to: clinic.twentyfour@gmail.com
Subject line: Application – Full Stack Developer Intern",https://www.linkedin.com/jobs/view/4381364428/,linkedin,cloud engineer intern,cloud_devops,2026-03-07 18:07:56.458633+00:00
MERN Stack Developer Intern,Skillzenloop,India (Remote),"MERN Stack Developer Intern (Remote) – Skillzenloop

Location: Remote
Job Type: Internship (Full-time)
Duration: 1–3 Months
Stipend: ₹15,700 per month

About Skillzenloop

Skillzenloop is a technology-focused platform dedicated to helping students and early professionals develop practical digital skills through hands-on projects and collaborative learning. Our mission is to provide real-world exposure and industry-relevant experience through project-based work.

Role Overview

We are looking for a motivated MERN Stack Developer Intern who is interested in developing full-stack web applications using the MERN stack (MongoDB, Express.js, React.js, and Node.js). The intern will assist the development team in building scalable web applications and learning modern development practices.

Key Responsibilities
• Assist in developing and maintaining full-stack web applications using the MERN stack.
• Build responsive user interfaces using React.js.
• Develop backend services and APIs using Node.js and Express.js.
• Work with MongoDB databases for data storage and management.
• Debug and troubleshoot application issues.
• Collaborate with team members to implement new features and improvements.

Required Skills
• Basic knowledge of JavaScript, HTML, and CSS.
• Familiarity with React.js, Node.js, and Express.js.
• Understanding of MongoDB or other databases.
• Knowledge of Git or version control systems.
• Strong analytical and problem-solving skills.
• Ability to work effectively in a remote team environment.

Eligibility
• Students or recent graduates in Computer Science, IT, Software Engineering, or related fields.
• Candidates interested in gaining practical experience in full-stack web development.
• Availability to work full-time during the internship period.

What You’ll Gain
• Hands-on experience working on full-stack development projects.
• Exposure to modern web development frameworks and tools.
• Mentorship from experienced developers.
• Internship completion certificate based on performance.",https://www.linkedin.com/jobs/view/4381211182/,linkedin,cloud engineer intern,cloud_devops,2026-03-07 18:08:05.272169+00:00
DevOps Engineer Intern,Skillzenloop,India (Remote),"DevOps Engineer Intern (Remote) – Skillzenloop

Location: Remote
Job Type: Internship (Full-time)
Duration: 1–3 Months
Stipend: ₹15,700 per month

About Skillzenloop

Skillzenloop is a technology-focused platform dedicated to helping students and early professionals develop practical digital skills through hands-on projects and collaborative learning. Our goal is to provide real-world experience and industry exposure through project-based work.

Role Overview

We are looking for a motivated DevOps Engineer Intern who is interested in learning about automation, deployment processes, and cloud infrastructure. The intern will assist in supporting development and operations teams to improve system efficiency, deployment pipelines, and infrastructure management.

Key Responsibilities
• Assist in setting up and maintaining CI/CD pipelines.
• Support deployment and monitoring of applications.
• Work with cloud platforms and infrastructure tools where required.
• Help automate repetitive development and deployment tasks.
• Monitor system performance and assist in troubleshooting issues.
• Document processes related to deployment and infrastructure.

Required Skills
• Basic understanding of DevOps concepts and workflows.
• Familiarity with Linux/Unix operating systems.
• Knowledge of tools such as Git, Docker, or CI/CD tools is a plus.
• Basic understanding of cloud platforms (AWS, Azure, or GCP) is beneficial.
• Strong analytical and problem-solving skills.
• Ability to work effectively in a remote team environment.

Eligibility
• Students or recent graduates in Computer Science, Information Technology, or related fields.
• Candidates interested in gaining practical experience in DevOps and cloud infrastructure.
• Availability to work full-time during the internship period.

What You’ll Gain
• Hands-on experience with DevOps tools and deployment workflows.
• Exposure to cloud platforms and automation practices.
• Mentorship from experienced engineers.
• Internship completion certificate based on performance.",https://www.linkedin.com/jobs/view/4380898884/,linkedin,cloud engineer intern,cloud_devops,2026-03-07 18:08:35.661728+00:00
Full Stack Engineer with verification,Zetheta Algorithms Private Limited,India (Remote),"About the Company:
ZeTheta Algorithms Private Limited is a FinTech start-up which has been recently set up and is developing innovative AI tools. https://www.instagram.com/zetheta.official

About the Role:
The Full Stack Engineer Intern will be responsible for developing the online platforms which shall include frontend, backend, APIs, and data processing logic. This includes wire framing, building the website's home page, password authentication, dashboards post login, and AI features integration. Extensive model building with algorithms is involved.

Responsibilities:
Develop responsive web interfaces using HTML, CSS, and PHP.
Develop interactive UI using React.js + Tailwind CSS (or Vue.js, Angular)
Design UI for multiple AI features.
Utilize UI libraries like Bootstrap or Material UI for styling.
Design, Build and Implement secure RESTful APIs using Node.js + Express.js.
Implement authentication system (Firebase free tier/ PostgreSQL with Supabase).
Store & retrieve intern, employer, and job data on Mongo DB Atlas (free tier).
Connect APIs with front end. Collaborate with team members to integrate front-end components with server-side logic.
Develop blockchain-based certificate verification system.
Develop and maintain server-side applications using frameworks such as Django, Flask, Express (Node.js), Rails (Ruby), Spring (Java), or Laravel (PHP).
Troubleshoot and optimize backend performance.

Qualifications:
Basic proficiency in one or more backend frameworks.
Strong programming skills in HTML, CSS, React.js, Tailwind CSS, PHP, Python, JavaScript, Ruby.
Understands API Integration (Axios/Fetch).
Familiarity with MongoDB, PostgreSQL, SQLite, NoSQL databases.
Ability to work independently in a remote setting.

Benefits:
Opportunity to build practical skills with modern backend technologies.
Enhance your professional portfolio.
Exposure to real-world development projects in a remote work environment.

Internship Details:
Duration: Options of 15days, 1 month, 2 month, 3 month, 4 month and 6 months
Timing: Self-paced
Type: Unpaid",https://www.linkedin.com/jobs/view/4381362317/,linkedin,cloud engineer intern,cloud_devops,2026-03-07 18:08:45.089833+00:00
Summer Intern,Aarogyann Foods and Beverages Pvt. Ltd.,"Lucknow, Uttar Pradesh, India (On-site)","About the Company

Aarogyann Foods and Beverages Private Limited is an emerging company in the food and beverage sector focused on delivering quality consumer products while building a strong and trusted brand presence.
As part of our brand launch and market expansion initiative, we are inviting motivated and enthusiastic students to join us as Sales & Brand Activation Interns and gain hands-on exposure to real-world marketing and sales operations.
This internship offers a valuable opportunity to experience direct consumer engagement, brand promotion, and market development in a dynamic business environment.

About the Internship

The Sales & Brand Activation Internship is designed to provide students with practical exposure to the fundamentals of sales execution, brand promotion, and customer engagement.
Interns will participate in structured market outreach activities and will play a key role in introducing Aarogyann products to consumers.

Key Responsibilities

• Promote Aarogyann products through direct customer interaction
• Conduct door-to-door brand awareness and product introductions
• Communicate product benefits and answer customer queries
• Generate product sales and identify potential customer leads
• Collect customer feedback and market insights
• Maintain basic records of daily outreach and sales activities.

Eligibility Criteria

• Currently enrolled in a college or university program
• Strong communication and interpersonal skills
• Interest in sales, marketing, or business development
• Comfortable with field-based customer engagement activities
• Available to commit to the 60-day internship program.

What You Will Gain

✔ Real-world sales and marketing experience
✔ Practical exposure to consumer behavior and market dynamics
✔ Opportunity to earn performance-based incentives
✔ Development of communication and persuasion skills
✔ Internship Completion Certificate
✔ Recognition for top-performing interns

Compensation

This internship follows a performance-based earning model.

Interns will receive commission on every successful sale, with additional incentives for outstanding performance.

Application Process

Interested candidates are invited to apply with their updated resume.
Shortlisted candidates will be contacted for a brief interaction and program orientation session.


Aarogyann Foods and Beverages Private Limited
📩 Email: aarogyann@gmail.com
📞 Phone: 9621165656
📍 Location: Lucknow",https://www.linkedin.com/jobs/view/4381380197/,linkedin,site reliability intern,cloud_devops,2026-03-07 18:09:31.847385+00:00
Embedded Electronics Engineer,Chordy.ai,"Nagpur, Maharashtra, India (Remote)","Company Description
 Chordy.ai transforms real-world conversations into an intelligent, searchable memory by capturing spoken moments and converting them into actionable insights such as transcripts, summaries, and decisions. The platform links information to individuals and topics, enabling users to easily retrieve context over time by asking questions like “What did we decide last time?” or “What did I promise?”. Designed to keep users present and focused, Chordy.ai provides clarity and tools for effective follow-through.

 Role Description
 This is a remote internship role for an Embedded Electronics Engineer. The role involves designing and implementing electronic circuits, performing testing and debugging of hardware systems, and collaborating with the team to enhance embedded electronic systems. Candidates will gain hands-on experience in circuit design and practical problem-solving while supporting the development of cutting-edge solutions relevant to Chordy.ai’s innovative mission.

 Qualifications
  Strong expertise in Electronic Engineering, including a solid understanding of electrical systems and components.
Proficiency in Circuit Design and knowledge of Electronics principles and tools.
Experience in Testing and troubleshooting electronic components and systems.
Ability to work collaboratively in a remote team environment and manage tasks efficiently.
Pursuing or possessing a degree in Electrical Engineering, Electronic Engineering, or a related field.
Passion for learning, problem-solving, and contributing to innovative technology projects.
Familiarity with embedded systems and microcontrollers is a plus.",https://www.linkedin.com/jobs/view/4381372580/,linkedin,site reliability intern,cloud_devops,2026-03-07 18:09:42.293878+00:00
Data Analyst Intern,Webs IT Solution,India (Remote),"Data Analyst Intern (Paid)
Company: WEBS IT SOLUTION
Location: Remote
Duration: 3 Months
Employment Type: Internship (Performance-Based Stipend)
Stipend: ₹15,000 (Performance-Based)
Role Overview:
Work with real datasets to perform data analysis, create dashboards, and generate insights that support business decision-making.
Key Responsibilities:
Clean and analyze data using Python or Excel
Perform exploratory data analysis
Create dashboards using Power BI, Tableau, or Excel
Prepare reports and identify key trends and KPIs
Eligibility:
Basic knowledge of Python or Advanced Excel
Understanding of SQL and data visualization tools
Strong analytical and problem-solving skills
Benefits:
Performance-based stipend
Internship Certificate
Potential full-time opportunity based on performance",https://www.linkedin.com/jobs/view/4382392661/,linkedin,site reliability intern,cloud_devops,2026-03-07 18:10:11.257520+00:00
Data Science Intern,Dexter's Tech,India (Remote),"Data Science Intern (Paid)
Company: Dexter’s Tech
Location: Remote
Duration: 3 Months
Application Deadline: 08th March 2026
Stipend & Benefits:
Performance-based stipend up to ₹15,000
Internship Certificate
Letter of Recommendation (based on performance)
Swags and goodies
Potential full-time role based on performance
Role Overview:
Work on real-world data science projects, analyze datasets, perform exploratory data analysis, and build predictive models to deliver data-driven insights.
Eligibility:
Students or graduates in Data Science, Computer Science, Statistics, or related fields with knowledge of Python or R. Familiarity with machine learning libraries and visualization tools is preferred.
Apply now to gain practical data science experience and build a strong professional portfolio.",https://www.linkedin.com/jobs/view/4381376046/,linkedin,site reliability intern,cloud_devops,2026-03-07 18:10:20.318285+00:00
Financial Analyst Intern,Dexter's Tech,India (Remote),"Financial Analyst Intern (Paid)
Company: Dexter’s Tech
Location: Remote
Duration: 3 Months

Stipend & Benefits:
Performance-based stipend up to ₹15,000
Certificate of Internship
Letter of Recommendation (based on performance)
Swags and goodies
Mentorship and networking opportunities
Potential full-time role based on performance

Role Overview:
Work with finance and strategy teams on real-world financial analysis, reporting, forecasting, and budgeting to support data-driven business decisions.

Eligibility:
Students or graduates in Finance, Economics, Accounting, Commerce, or related fields with strong Excel skills and knowledge of financial concepts. Familiarity with Power BI, Tableau, or Python is preferred.",https://www.linkedin.com/jobs/view/4381363642/,linkedin,site reliability intern,cloud_devops,2026-03-07 18:10:53.711814+00:00
Call for volunteer testers: SecOps enthousiast / Cybersecurity or SOC Analyst / IT,Askeal,India (Remote),"👋 This offer is listed in the volunteer category. It is not a hiring position, participation is voluntary and unpaid

We’re looking for SecOps professionals interested in testing and shaping an AI assistant built for cybersecurity operations. Askeal is designed to support daily SecOps tasks, from threat intelligence gathering and security analysis to incident response.

The testing phase starts in early 2026, and testers will get free early access.

The goal is to try Askeal in real operational contexts, such as:
🧠 Threat intelligence gathering
🕵️ Security analysis
🔗 Data correlation
🚨 Incident triage & response
…and to uncover new ones along the way!

We’ll be gathering feedback and ideas in a private subreddit dedicated to the program. If you’re interested, apply to this offer and we’ll add you to the community where you’ll get more details.

What’s in it for you
Free early access to Askeal (testing program launching early 2026)
Direct impact on the development of an AI tool designed for SecOps professionals

Additional information
Participation is voluntary and unpaid
Privacy is at the core of our solution (full details shared before onboarding)
Flexible involvement: test when and how you want
 If you’re passionate about cybersecurity and want to help shape a tool built for simplifying your daily operations, we’d love to have you in the Beta Tester group.
👉 Apply to this offer, and we’ll reach out with details to join our private tester community.",https://www.linkedin.com/jobs/view/4382604118/,linkedin,security analyst intern,security,2026-03-07 18:12:33.659041+00:00
Intern/Fresher Laravel Developer,Maven InfoTech,India (Remote),"Company Description
Maven InfoTech is a global provider of high-quality software development, digital solutions, and IT consulting services. Established in 2012, the company leverages a unique model combining Netherlands-based management and Indian development to deliver top-notch services at optimized costs. Maven InfoTech is dedicated to empowering businesses with innovative, scalable solutions to enhance efficiency and foster growth. Serving clients across industries, from startups to enterprises, Maven InfoTech specializes in software development, e-commerce, ERP solutions, and IT consulting. With offices in the Netherlands and India, Maven InfoTech has been recognized by Clutch as one of the top software developers in India and as a certified expert partner for e-commerce solutions.

Role Description
This is a full-time, fully remote role for an Intern/Fresher Laravel Developer. The role involves working closely with the development team to assist in coding, debugging, and maintaining Laravel applications. Responsibilities include writing clean and efficient code, developing scalable web applications, participating in code reviews, learning modern development practices, and collaborating with team members to achieve project goals. This position provides an excellent opportunity to gain experience in backend development and learn from senior developers in a collaborative, supportive environment.

Qualifications
Proficiency in PHP and familiarity with the Laravel framework
Understanding of web technologies such as HTML, CSS, JavaScript, and AJAX
Basic knowledge of SQL databases, such as MySQL, and database management
Strong problem-solving skills and the ability to debug and optimize code
Ability to effectively collaborate within a remote team environment
Eagerness to learn and adapt to new technologies and development practices
Excellent communication skills, both verbal and written
Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent experience)",https://www.linkedin.com/jobs/view/4244581672/,linkedin,android developer intern,mobile,2026-03-07 18:14:33.267830+00:00
Node.js Developer Intern,Skillzenloop,India (Remote),"Node.js Developer Intern (Remote) – Skillzenloop

Location: Remote
Job Type: Internship (Full-time)
Duration: 1–3 Months
Stipend: ₹15,700 per month

About Skillzenloop

Skillzenloop is a technology-focused platform dedicated to helping students and early professionals develop practical digital skills through hands-on projects and collaborative learning. Our mission is to provide real-world experience through project-based work and industry-relevant technologies.

Role Overview

We are looking for a motivated Node.js Developer Intern who is interested in backend development and server-side programming. The intern will support the development team in building scalable applications, working with APIs, and maintaining backend services.

Key Responsibilities
• Assist in developing server-side applications using Node.js.
• Support the creation and integration of RESTful APIs.
• Work with databases to store and manage application data.
• Write clean, efficient, and maintainable backend code.
• Debug and troubleshoot application issues.
• Collaborate with front-end developers to integrate user-facing elements.

Required Skills
• Basic knowledge of JavaScript and Node.js.
• Understanding of backend development concepts.
• Familiarity with frameworks such as Express.js is a plus.
• Basic knowledge of databases such as MongoDB or MySQL.
• Understanding of Git or version control systems.
• Strong analytical and problem-solving skills.

Eligibility
• Students or recent graduates in Computer Science, IT, Software Engineering, or related fields.
• Candidates interested in gaining practical experience in backend development.
• Availability to work full-time during the internship period.

What You’ll Gain
• Hands-on experience working on backend development projects.
• Exposure to modern development tools and frameworks.
• Mentorship from experienced developers.
• Internship completion certificate based on performance.",https://www.linkedin.com/jobs/view/4381202634/,linkedin,android developer intern,mobile,2026-03-07 18:15:08.401257+00:00
